case_id,state,district,referral_date,referral_source,child_age_group,case_type,risk_level,outreach_attempts,service_provided,follow_up_status,case_status,support_amount_inr,days_to_first_contact,outcome_category
CWI-001959,Rajasthan,Udaipur,2024-11-12,Healthcare Facility,11-14,Protection Concern,Low,2,Family Counseling,Completed,Closed,4201,5,Improved Access to Services
CWI-001071,Uttar pradesh,Agra,2023-05-29,Police,0-5,Family Reintegration,Critical,5,Family Counseling,Pending,Referred,9640,1,Unable to Verify Outcome
CWI-000156,West Bengal,Siliguri,2023-05-08,School,6-10,Mental Health Support,Medium,2,Education Kit,In Progress,Referred,4926,4,Ongoing Support Needed
CWI-002296,Telangana,Rangareddy,2023-04-29,Healthcare Facility,11-14,Health/Nutrition,Low,3,Nutrition Support,Completed,Open,977,3,Ongoing Support Needed
CWI-009802,West Bengal,Howrah,2024-11-18,Police,11-14,Emergency Shelter,High,2,Family Counseling,Completed,Closed,5165,4,Improved Access to Services
CWI-004579,Maharashtra,Nagpur,2025-05-09,Community Worker,15-17,Health/Nutrition,Low,5,Counseling,Pending,Open,3786,6,Improved Access to Services
CWI-001090,Maharashtra,Mumbai,2023-03-21,Healthcare Facility,15-17,Health/Nutrition,Medium,2,Shelter Referral,Completed,Closed,6510,13,Ongoing Support Needed
CWI-006050,Maharashtra,Nagpur,2023-08-20,NGO Partner,11-14,Mental Health Support,Medium,4,Medical Referral,Completed,Referred,4944,9,Improved Access to Services
CWI-006416,Andhra Pradesh,Kurnool,2025-11-27,NGO Partner,0-5,Protection Concern,Medium,1,Family Counseling,In Progress,Open,5958,2,Referred to Specialist Agency
CWI-002941,Uttar Pradesh,Agra,2024-10-19,School,6-10,Health/Nutrition,High,2,Family Counseling,Completed,Closed,4547,4,Stabilized
CWI-000724,Uttar Pradesh,Kanpur,2024-05-10,School,15-17,Health/Nutrition,High,2,Medical Referral,In Progress,Closed,7342,3,Improved Access to Services
CWI-004385,Rajasthan,Jodhpur,2025-05-14,Self/Family,11-14,Family Reintegration,Medium,3,Nutrition Support,Completed,Referred,1892,4,Improved Access to Services
CWI-000931,Tamil Nadu,Salem,2023-09-09,School,15-17,Education Support,Medium,5,Family Counseling,Unable to Contact,Open,2172,2,Ongoing Support Needed
CWI-002910,Delhi,West Delhi,2024-04-14,Childline/Helpline,0-5,Health/Nutrition,Critical,7,Nutrition Support,Completed,Open,8182,1,Improved Access to Services
CWI-007846,Karnataka,Mangaluru,2024-04-16,Childline/Helpline,15-17,Protection Concern,Low,3,Medical Referral,Completed,Closed,5168,7,Improved Access to Services
CWI-005183,West Bengal,Asansol,2025-07-23,NGO Partner,0-5,Education Support,Medium,4,Nutrition Support,Completed,Closed,3950,4,Stabilized
CWI-008389,Maharashtra,Nagpur,2023-07-08,Childline/Helpline,15-17,Education Support,Medium,6,Legal Aid Referral,Pending,Closed,2649,10,Stabilized
CWI-006417,Maharashtra,,2023-09-23,Childline/Helpline,11-14,Family Reintegration,High,3,Shelter Referral,Completed,Open,4362,3,Improved Access to Services
CWI-000896,Uttar pradesh,Kanpur,2024-03-06,Community Worker,15-17,Education Support,Low,5,Education Kit,Completed,Closed,2180,1,Referred to Specialist Agency
CWI-003248,Rajasthan,Ajmer,2025-06-18,Community Worker,0-5,Protection Concern,High,4,Family Counseling,Completed,Referred,2100,2,Stabilized
CWI-002327,Karnataka,Belagavi,2024-12-26,Healthcare Facility,15-17,Protection Concern,Low,2,Medical Referral,Unable to Contact,Closed,4988,8,Referred to Specialist Agency
CWI-007097,Maharashtra,Pune,2025-09-04,School,0-5,Health/Nutrition,Low,3,Nutrition Support,Pending,Closed,1812,9,Ongoing Support Needed
CWI-009506,West Bengal,Siliguri,2024-09-25,Healthcare Facility,11-14,Emergency Shelter,Medium,3,Medical Referral,Completed,Referred,3298,8,Unable to Verify Outcome
CWI-007582,Rajastan,Ajmer,2025-06-09,NGO Partner,15-17,Education Support,Medium,4,Legal Aid Referral,In Progress,Closed,6767,2,Improved Access to Services
CWI-009743,Delhi,South Delhi,2023-03-27,School,11-14,Emergency Shelter,Medium,2,Counseling,In Progress,Open,6322,10,Referred to Specialist Agency
CWI-005039,Uttar Pradesh,Prayagraj,2024-10-31,Childline/Helpline,15-17,Health/Nutrition,Low,3,Family Counseling,Completed,Closed,4798,8,Stabilized
CWI-006451,Tamil Nadu,Chennai,2023-08-05,Childline/Helpline,11-14,Mental Health Support,Medium,1,Legal Aid Referral,Completed,Open,2252,5,Stabilized
CWI-004137,Maharashtra,Nagpur,2023-11-16,Healthcare Facility,0-5,Emergency Shelter,Medium,3,Shelter Referral,Completed,Open,3220,4,Unable to Verify Outcome
CWI-009249,West Bengal,Asansol,2024-07-22,Childline/Helpline,15-17,Emergency Shelter,Critical,2,Education Kit,Completed,Open,9135,0,Stabilized
CWI-001716,rajasthan,Jodhpur,2023-02-04,Childline/Helpline,0-5,Education Support,Low,6,Medical Referral,Pending,Open,3233,6,Improved Access to Services
CWI-001699,Uttar Pradesh,Prayagraj,2024-01-28,Childline/Helpline,6-10,Protection Concern,Low,5,Counseling,Completed,Open,1602,11,Stabilized
CWI-009691,Maharashtra,Pune,2024-01-13,Childline/Helpline,6-10,Education Support,Critical,4,Nutrition Support,Completed,Closed,4081,1,Improved Access to Services
CWI-009550,Andhra Pradesh,Kurnool,2023-09-29,School,11-14,Education Support,Medium,3,Counseling,Pending,Escalated,3496,0,Improved Access to Services
CWI-009972,Andhra Pradesh,Guntur,2023-05-14,Childline/Helpline,15-17,Health/Nutrition,Critical,5,Education Kit,Completed,Referred,11337,1,Improved Access to Services
CWI-008225,Karnataka,Belagavi,2023-01-02,Childline/Helpline,11-14,Protection Concern,Medium,5,Medical Referral,Pending,Closed,7380,7,Stabilized
CWI-003832,West Bengal,Kolkata,2024-04-30,Self/Family,11-14,Education Support,Low,4,Legal Aid Referral,Completed,Open,3017,1,Stabilized
CWI-006300,Uttar Pradesh,Varanasi,2024-08-05,School,11-14,Health/Nutrition,Medium,4,Family Counseling,Pending,Referred,3982,4,Ongoing Support Needed
CWI-003349,Rajasthan,Jaipur,2023-03-16,School,6-10,Protection Concern,Medium,1,Family Counseling,Completed,Escalated,200,9,Stabilized
CWI-009519,TN,Coimbatore,2025-01-18,Police,0-5,Health/Nutrition,Low,2,Cash Support,Completed,Closed,3739,3,Ongoing Support Needed
CWI-000986,Uttar Pradesh,Kanpur,2025-12-19,Self/Family,0-5,Protection Concern,Low,3,Cash Support,Completed,Referred,1438,5,Stabilized
CWI-001822,Maharashtra,Mumbai,2025-04-27,Childline/Helpline,15-17,Education Support,Low,1,Medical Referral,Pending,Closed,2267,4,Stabilized
CWI-004572,Uttar Pradesh,Varanasi,2024-07-31,Self/Family,0-5,Health/Nutrition,Low,2,Nutrition Support,Completed,Closed,2914,14,Improved Access to Services
CWI-000588,TN,Chennai,2024-11-07,School,0-5,Family Reintegration,Medium,2,Counseling,Completed,Closed,4239,5,Ongoing Support Needed
CWI-006189,Delhi,West Delhi,2024-07-15,Police,15-17,Health/Nutrition,Medium,2,Counseling,Completed,Closed,6681,4,Referred to Specialist Agency
CWI-005078,Andhra Pradesh,Tirupati,2024-04-20,Police,15-17,Emergency Shelter,Medium,7,Family Counseling,In Progress,Open,7131,9,Ongoing Support Needed
CWI-007783,Maharashtra,Mumbai,2025-02-21,School,15-17,Education Support,High,3,Shelter Referral,Completed,Closed,2507,1,Referred to Specialist Agency
CWI-008324,Uttar Pradesh,Kanpur,2025-07-02,Police,11-14,Family Reintegration,Low,2,Nutrition Support,Completed,Closed,2861,10,Improved Access to Services
CWI-009523,Telangana,Karimnagar,2023-08-31,NGO Partner,11-14,Family Reintegration,High,4,Education Kit,Completed,Closed,8181,2,Unable to Verify Outcome
CWI-009968,West Bengal,Darjeeling,2024-12-19,Community Worker,11-14,Education Support,Low,4,Nutrition Support,Completed,Closed,1804,16,Unable to Verify Outcome
CWI-005484,Tamil Nadu,Madurai,2024-06-28,Childline/Helpline,11-14,Protection Concern,Medium,2,Legal Aid Referral,Completed,Closed,4678,5,Improved Access to Services
CWI-007747,NCT Delhi,East Delhi,2023-04-15,NGO Partner,6-10,Emergency Shelter,Critical,2,Nutrition Support,Pending,Open,11255,1,Improved Access to Services
CWI-009281,Uttar Pradesh,Agra,2024-01-26,NGO Partner,0-5,Health/Nutrition,Medium,3,Medical Referral,Pending,Open,3436,2,Ongoing Support Needed
CWI-005515,Andhra Pradesh,,2023-05-15,Childline/Helpline,15-17,Mental Health Support,High,2,Education Kit,Completed,Escalated,8341,3,Stabilized
CWI-009528,Telangana,Karimnagar,2023-04-05,Childline/Helpline,11-14,Education Support,High,3,Medical Referral,Completed,Closed,7535,3,Stabilized
CWI-008872,Uttar Pradesh,Prayagraj,2025-12-27,NGO Partner,0-5,Health/Nutrition,Medium,4,Medical Referral,In Progress,Open,2001,12,Improved Access to Services
CWI-005554,Andhra Pradesh,Tirupati,2025-11-04,NGO Partner,6-10,Family Reintegration,Low,3,Education Kit,Completed,Escalated,1951,5,Stabilized
CWI-003558,Uttar pradesh,Agra,2023-10-24,Childline/Helpline,15-17,Health/Nutrition,Medium,3,Cash Support,Completed,Open,2716,2,Stabilized
CWI-001396,Andhra Pradesh,Guntur,2025-03-15,Community Worker,11-14,Protection Concern,Low,5,Counseling,Completed,Escalated,3414,9,Ongoing Support Needed
CWI-000265,Uttar Pradesh,Agra,2025-11-29,NGO Partner,6-10,Education Support,Medium,2,Nutrition Support,In Progress,Referred,3403,3,Stabilized
CWI-003548,Uttar Pradesh,Kanpur,2023-11-04,Community Worker,6-10,Education Support,Medium,4,Shelter Referral,Completed,Escalated,2624,7,Referred to Specialist Agency
CWI-006845,West Bengal,Asansol,2023-03-23,Self/Family,15-17,Health/Nutrition,Medium,3,Family Counseling,Completed,Closed,6396,3,Unable to Verify Outcome
CWI-007629,Telengana,Rangareddy,2024-03-22,Police,15-17,Education Support,Critical,3,Counseling,Unable to Contact,Closed,6890,0,Stabilized
CWI-006789,Kerala,Kozhikode,2023-06-29,NGO Partner,11-14,Health/Nutrition,High,1,Shelter Referral,Completed,Open,7994,5,Ongoing Support Needed
CWI-003070,Maharashtra,Nagpur,2025-03-27,Childline/Helpline,0-5,Emergency Shelter,Low,5,Nutrition Support,Unable to Contact,Open,2429,5,Ongoing Support Needed
CWI-005026,West Bengal,Darjeeling,2025-09-23,School,11-14,Health/Nutrition,High,3,Education Kit,Completed,Open,5206,2,Improved Access to Services
CWI-008397,Delhi,West Delhi,2025-01-01,Healthcare Facility,11-14,Protection Concern,Medium,6,Counseling,Completed,Escalated,4028,3,Improved Access to Services
CWI-003865,Uttar Pradesh,Prayagraj,2023-09-20,School,11-14,Education Support,Medium,3,Cash Support,Pending,Closed,125000,8,Referred to Specialist Agency
CWI-009073,west bengal,Darjeeling,2023-01-02,Police,6-10,Protection Concern,Medium,5,Family Counseling,Unable to Contact,Closed,4725,4,Referred to Specialist Agency
CWI-002401,Delhi,West Delhi,2024-08-06,Childline/Helpline,6-10,Health/Nutrition,Low,2,Nutrition Support,In Progress,Closed,2586,8,Referred to Specialist Agency
CWI-006275,Telangana,Hyderabad,2024-11-15,Childline/Helpline,6-10,Education Support,Medium,5,Legal Aid Referral,In Progress,Open,6491,3,Unable to Verify Outcome
CWI-008485,Rajasthan,Ajmer,2023-08-02,NGO Partner,15-17,Health/Nutrition,Low,5,Nutrition Support,Completed,Closed,3074,8,Ongoing Support Needed
CWI-003712,Kerala,Kollam,2023-09-21,Healthcare Facility,11-14,Education Support,High,3,Counseling,Completed,Closed,6698,5,Unable to Verify Outcome
CWI-000247,West Bengal,Howrah,2025-08-26,Childline/Helpline,11-14,Education Support,Medium,1,Education Kit,In Progress,Closed,1957,12,Referred to Specialist Agency
CWI-001595,Rajasthan,Jodhpur,2024-06-13,School,6-10,Mental Health Support,Low,4,Shelter Referral,In Progress,Open,2262,4,Referred to Specialist Agency
CWI-009683,Uttar Pradesh,Agra,2023-04-07,Police,11-14,Protection Concern,High,2,Education Kit,Completed,Open,9507,2,Ongoing Support Needed
CWI-001530,Karnataka,Bengaluru Urban,2025-05-25,Childline/Helpline,0-5,Mental Health Support,Critical,2,Counseling,Completed,Closed,3513,0,Referred to Specialist Agency
CWI-008224,UP,Lucknow,2024-05-14,NGO Partner,11-14,Emergency Shelter,Medium,5,Medical Referral,Completed,Open,3051,0,Stabilized
CWI-000924,Delhi,South Delhi,2025-03-11,School,0-5,Mental Health Support,Medium,1,Counseling,Completed,Open,2288,3,Unable to Verify Outcome
CWI-007554,Karnataka,Bengaluru Urban,2024-05-19,Healthcare Facility,0-5,Protection Concern,Critical,5,Nutrition Support,Completed,Referred,7777,0,Ongoing Support Needed
CWI-004365,Kerala,Kollam,2024-09-10,School,15-17,Mental Health Support,Medium,2,Education Kit,Unable to Contact,Closed,2824,2,Unable to Verify Outcome
CWI-000670,Maharashtra,Mumbai,2025-07-28,Self/Family,6-10,Family Reintegration,Medium,3,Medical Referral,Completed,Closed,3573,2,Ongoing Support Needed
CWI-003605,Uttar Pradesh,Lucknow,2025-08-03,Childline/Helpline,0-5,Protection Concern,High,5,Nutrition Support,In Progress,Closed,4593,0,Ongoing Support Needed
CWI-005109,Maharashtra,Mumbai,2023-02-14,Community Worker,6-10,Protection Concern,High,6,Cash Support,In Progress,Closed,1919,3,Improved Access to Services
CWI-001911,telangana,Warangal,2023-12-05,NGO Partner,11-14,Education Support,Low,5,Counseling,Completed,Closed,3506,7,Ongoing Support Needed
CWI-008345,Rajasthan,Kota,2024-06-28,Self/Family,0-5,Protection Concern,Critical,2,Education Kit,Pending,Closed,9652,1,Stabilized
CWI-005249,Andhra Pradesh,Kurnool,2024-06-13,Community Worker,6-10,Health/Nutrition,Low,3,Shelter Referral,Completed,Open,4764,7,Referred to Specialist Agency
CWI-007184,Tamil Nadu,Salem,2024-11-28,Childline/Helpline,6-10,Mental Health Support,Low,4,Family Counseling,Pending,Escalated,1553,4,Improved Access to Services
CWI-003959,Andhra Pradesh,Vijayawada,2024-03-19,Childline/Helpline,6-10,Family Reintegration,Medium,5,Family Counseling,Completed,Closed,5039,8,Stabilized
CWI-006958,Delhi,North Delhi,2025-05-20,Childline/Helpline,0-5,Protection Concern,High,1,Nutrition Support,Completed,Open,5971,3,Improved Access to Services
CWI-006027,Andhra Pradesh,Guntur,2025-12-22,School,15-17,Protection Concern,Medium,5,Counseling,In Progress,Closed,6687,2,Stabilized
CWI-005644,Tamil Nadu,Salem,2025-12-18,Healthcare Facility,15-17,Education Support,Low,4,Medical Referral,In Progress,Closed,1452,6,Referred to Specialist Agency
CWI-002697,Rajasthan,Udaipur,2025-04-24,Police,0-5,Protection Concern,High,3,Nutrition Support,Pending,Open,3912,1,Ongoing Support Needed
CWI-002592,UP,Agra,2025-02-23,Self/Family,15-17,Education Support,Medium,2,Medical Referral,Completed,Closed,3831,0,Improved Access to Services
CWI-005907,West Bengal,Siliguri,2024-05-22,School,0-5,Family Reintegration,Medium,5,Education Kit,Completed,Closed,5565,7,Ongoing Support Needed
CWI-001782,Rajasthan,Udaipur,2025-10-07,Childline/Helpline,11-14,Education Support,High,5,Cash Support,In Progress,Closed,6109,8,Ongoing Support Needed
CWI-006510,Delhi,New Delhi,2025-12-05,Healthcare Facility,6-10,Protection Concern,High,4,Cash Support,Completed,Referred,5492,1,Unable to Verify Outcome
CWI-003014,West Bengal,Howrah,2025-01-29,Childline/Helpline,11-14,Health/Nutrition,Medium,3,Counseling,Completed,Escalated,1123,1,Ongoing Support Needed
CWI-007134,Maharashtra,Mumbai,2025-09-10,Childline/Helpline,15-17,Protection Concern,Medium,2,Education Kit,In Progress,Closed,3178,6,Improved Access to Services
CWI-002308,Maharashtra,Pune,2025-05-10,NGO Partner,15-17,Protection Concern,Low,6,Counseling,In Progress,Closed,2620,9,Ongoing Support Needed
CWI-007277,Maharahstra,Thane,2025-09-10,Childline/Helpline,6-10,Education Support,High,4,Counseling,Completed,Referred,7040,1,Ongoing Support Needed
CWI-003691,Telangana,Rangareddy,2025-02-04,Self/Family,15-17,Family Reintegration,Medium,3,Family Counseling,Completed,Closed,7422,4,Ongoing Support Needed
CWI-000688,UP,Kanpur,2023-08-16,Community Worker,0-5,Mental Health Support,High,4,Education Kit,Completed,Open,5219,4,Referred to Specialist Agency
CWI-006012,Kerala,Kollam,2025-08-03,Healthcare Facility,11-14,Education Support,Medium,3,Counseling,Completed,Closed,6271,6,Ongoing Support Needed
CWI-007072,Karnataka,Belagavi,2024-04-29,Childline/Helpline,15-17,Emergency Shelter,Medium,4,Nutrition Support,Pending,Closed,3858,1,Improved Access to Services
CWI-000613,UP,Lucknow,2025-06-20,Childline/Helpline,0-5,Health/Nutrition,High,6,Family Counseling,Completed,Closed,4902,5,Unable to Verify Outcome
CWI-007168,Karnataka,Mangaluru,2024-04-05,School,11-14,Mental Health Support,High,2,Legal Aid Referral,Pending,Open,3557,2,Stabilized
CWI-009206,Rajasthan,Udaipur,2023-06-22,Community Worker,15-17,Education Support,Low,3,Counseling,Completed,Referred,1663,12,Ongoing Support Needed
CWI-003201,Kerala,Kollam,2024-07-23,Healthcare Facility,0-5,Protection Concern,Medium,4,Education Kit,Pending,Closed,4516,0,Ongoing Support Needed
CWI-002268,Maharashtra,,2025-03-21,Childline/Helpline,6-10,Health/Nutrition,Low,4,Family Counseling,In Progress,Referred,1964,3,Stabilized
CWI-009782,Maharashtra,Mumbai,2025-03-17,Police,11-14,Education Support,Medium,3,Counseling,In Progress,Closed,5789,2,Ongoing Support Needed
CWI-003742,West Bengal,Asansol,2025-10-13,School,6-10,Protection Concern,Critical,2,Counseling,Completed,Open,8998,2,Improved Access to Services
CWI-004136,Telangana,Karimnagar,2025-06-17,Community Worker,6-10,Mental Health Support,Medium,1,Nutrition Support,In Progress,Closed,2366,2,Referred to Specialist Agency
CWI-001899,Telangana,,2023-03-17,School,11-14,Mental Health Support,High,5,Medical Referral,Completed,Closed,6995,1,Ongoing Support Needed
CWI-009531,Delhi,South Delhi,2024-02-06,School,15-17,Emergency Shelter,High,6,Counseling,Completed,Referred,5740,3,Ongoing Support Needed
CWI-008154,Uttar Pradesh,Agra,2023-02-11,Childline/Helpline,6-10,Health/Nutrition,High,3,Nutrition Support,In Progress,Escalated,3968,3,Improved Access to Services
CWI-000259,Telangana,Warangal,2024-02-06,NGO Partner,0-5,Protection Concern,Medium,4,Counseling,Completed,Open,7575,6,Improved Access to Services
CWI-002925,Telengana,Hyderabad,2025-09-09,School,6-10,Education Support,High,3,Counseling,Pending,Escalated,7408,5,Improved Access to Services
CWI-009425,West Bengal,Kolkata,2023-09-25,Childline/Helpline,15-17,Protection Concern,Low,2,Nutrition Support,Completed,Open,4468,6,Stabilized
CWI-004944,Uttar Pradesh,Kanpur,2023-02-06,Police,15-17,Protection Concern,High,3,Counseling,In Progress,Closed,2725,0,Unable to Verify Outcome
CWI-002823,Telangana,Rangareddy,2023-12-02,Healthcare Facility,0-5,Family Reintegration,Medium,2,Nutrition Support,Completed,Open,6083,1,Referred to Specialist Agency
CWI-006530,Telangana,Rangareddy,2023-02-25,Childline/Helpline,6-10,Education Support,Low,3,Medical Referral,Completed,Open,2257,0,Stabilized
CWI-003340,Delhi,South Delhi,2024-01-05,School,6-10,Family Reintegration,Critical,2,Counseling,In Progress,Closed,10581,1,Referred to Specialist Agency
CWI-003526,Maharashtra,Pune,2025-08-21,School,11-14,Health/Nutrition,Low,3,Nutrition Support,Completed,Closed,4309,6,Referred to Specialist Agency
CWI-004564,Rajasthan,Ajmer,2025-02-02,Police,6-10,Education Support,Low,2,Cash Support,Pending,Open,2197,3,Stabilized
CWI-009657,Maharashtra,Pune,2023-07-13,Childline/Helpline,6-10,Protection Concern,High,2,Education Kit,In Progress,Open,7236,5,Referred to Specialist Agency
CWI-007909,Maharashtra,Nashik,2024-04-11,Healthcare Facility,15-17,Health/Nutrition,Low,4,Medical Referral,Completed,Open,290,11,Ongoing Support Needed
CWI-005330,Tamil Nadu,Chennai,2024-01-23,NGO Partner,15-17,Mental Health Support,Medium,2,Medical Referral,In Progress,Closed,4996,4,Stabilized
CWI-005224,Andhra Pradesh,Visakhapatnam,2023-08-28,Police,15-17,Education Support,Low,6,Counseling,Completed,Referred,2563,6,Stabilized
CWI-002286,Andhra Pradesh,Kurnool,2023-05-18,Self/Family,0-5,Protection Concern,Low,4,Counseling,In Progress,Closed,4375,6,Ongoing Support Needed
CWI-006064,Maharashtra,Thane,2023-06-14,Community Worker,11-14,Emergency Shelter,Medium,1,Medical Referral,Pending,Open,3891,1,Ongoing Support Needed
CWI-004655,Maharashtra,Mumbai,2025-01-10,Police,6-10,Emergency Shelter,Medium,1,Cash Support,Completed,Open,5156,1,Improved Access to Services
CWI-005001,Karnataka,Dharwad,2024-09-30,School,6-10,Education Support,Low,2,Nutrition Support,In Progress,Open,2634,6,Improved Access to Services
CWI-006711,Andhra Pradesh,Vijayawada,2025-12-08,Self/Family,0-5,Family Reintegration,Low,5,Medical Referral,Unable to Contact,Escalated,3027,15,Ongoing Support Needed
CWI-009325,Maharahstra,Nashik,2024-04-16,School,11-14,Protection Concern,Medium,2,Counseling,In Progress,Open,4233,5,Improved Access to Services
CWI-000485,Telangana,Warangal,2024-02-28,NGO Partner,11-14,Health/Nutrition,Low,3,Medical Referral,Completed,Closed,2362,11,Ongoing Support Needed
CWI-002212,Maharashtra,Mumbai,2025-08-18,Police,6-10,Protection Concern,High,2,Cash Support,Completed,Closed,7756,3,Ongoing Support Needed
CWI-005417,Telangana,Warangal,2024-11-10,Community Worker,6-10,Health/Nutrition,Low,4,Shelter Referral,Completed,Referred,1614,8,Referred to Specialist Agency
CWI-007564,Maharashtra,Mumbai,2023-09-02,School,15-17,Education Support,Critical,2,Counseling,Completed,Closed,8280,0,Improved Access to Services
CWI-002556,West Bengal,Howrah,2024-02-17,Community Worker,15-17,Mental Health Support,High,1,Counseling,In Progress,Closed,9653,0,Ongoing Support Needed
CWI-000008,Rajastan,Jodhpur,2024-05-01,NGO Partner,0-5,Protection Concern,Medium,2,Counseling,Completed,Closed,5344,0,Improved Access to Services
CWI-003658,Maharashtra,Nashik,2023-05-12,Community Worker,6-10,Emergency Shelter,Low,6,Nutrition Support,Completed,Closed,3447,6,Unable to Verify Outcome
CWI-006412,Kerala,Kozhikode,2024-04-03,Police,15-17,Health/Nutrition,High,6,Shelter Referral,Completed,Closed,4728,0,Improved Access to Services
CWI-009165,Maharashtra,Nagpur,2023-06-07,School,15-17,Health/Nutrition,Medium,3,Nutrition Support,Completed,Closed,3226,11,Stabilized
CWI-004875,Maharashtra,Thane,2024-04-03,Police,6-10,Mental Health Support,Medium,4,Nutrition Support,Completed,Closed,1194,4,Stabilized
CWI-004403,telangana,,2024-07-12,Community Worker,15-17,Health/Nutrition,Low,3,Nutrition Support,Completed,Open,2725,9,Referred to Specialist Agency
CWI-008917,Delhi,East Delhi,2025-07-04,NGO Partner,11-14,Family Reintegration,Low,2,Medical Referral,Completed,Closed,3420,0,Referred to Specialist Agency
CWI-005547,Uttar Pradesh,Varanasi,2023-02-15,NGO Partner,11-14,Family Reintegration,High,4,Counseling,In Progress,Closed,4095,1,Ongoing Support Needed
CWI-005298,Karnataka,Mysuru,2025-11-14,NGO Partner,15-17,Health/Nutrition,Low,3,Nutrition Support,In Progress,Closed,2936,16,Referred to Specialist Agency
CWI-002427,Telangana,Hyderabad,2025-07-19,NGO Partner,6-10,Education Support,Low,4,Medical Referral,In Progress,Closed,1994,11,Improved Access to Services
CWI-006745,Andhra Pradesh,Vijayawada,2023-11-13,School,11-14,Family Reintegration,Medium,3,Education Kit,Completed,Open,3871,9,Ongoing Support Needed
CWI-001815,Rajasthan,Kota,2025-08-15,Self/Family,0-5,Health/Nutrition,Medium,2,Shelter Referral,Completed,Escalated,4749,0,Improved Access to Services
CWI-006823,Maharashtra,Nashik,2024-04-02,NGO Partner,6-10,Emergency Shelter,Medium,4,Family Counseling,Completed,Open,7770,2,Referred to Specialist Agency
CWI-009626,Kerala,Kollam,2025-12-23,NGO Partner,11-14,Protection Concern,Medium,2,Counseling,Completed,Closed,3751,7,Unable to Verify Outcome
CWI-002275,Rajasthan,Jaipur,2025-03-06,School,11-14,Education Support,Medium,7,Nutrition Support,Completed,Closed,2858,7,Ongoing Support Needed
CWI-001012,NCT Delhi,East Delhi,2023-05-05,Community Worker,0-5,Mental Health Support,Medium,5,Family Counseling,Pending,Open,1619,0,Ongoing Support Needed
CWI-001578,Rajasthan,Ajmer,2025-04-10,School,15-17,Protection Concern,Low,4,Nutrition Support,Completed,Open,2768,4,Improved Access to Services
CWI-007265,Delhi,East Delhi,2025-07-31,Community Worker,0-5,Health/Nutrition,Low,4,Counseling,Unable to Contact,Referred,1853,7,Improved Access to Services
CWI-003265,West Bengal,Howrah,2025-02-28,Childline/Helpline,6-10,Family Reintegration,High,3,Medical Referral,Completed,Escalated,8508,0,Referred to Specialist Agency
CWI-001992,West Bengal,Siliguri,2023-01-15,Community Worker,11-14,Health/Nutrition,Low,4,Nutrition Support,Completed,Referred,736,4,Referred to Specialist Agency
CWI-003971,Uttar Pradesh,Kanpur,2023-07-12,Healthcare Facility,0-5,Protection Concern,Medium,2,Family Counseling,Completed,Closed,2728,2,Stabilized
CWI-009074,WB,Darjeeling,2025-02-20,Childline/Helpline,6-10,Emergency Shelter,Low,3,Nutrition Support,Pending,Open,1988,13,Ongoing Support Needed
CWI-005880,Karnataka,Bengaluru Urban,2024-02-09,NGO Partner,15-17,Mental Health Support,High,6,Nutrition Support,Completed,Referred,3788,0,Stabilized
CWI-008431,Telangana,Warangal,2023-07-05,Childline/Helpline,6-10,Education Support,Low,4,Shelter Referral,Pending,Closed,2584,6,Ongoing Support Needed
CWI-004543,Uttar Pradesh,Varanasi,2024-10-04,NGO Partner,11-14,Health/Nutrition,Critical,2,Counseling,Completed,Referred,7637,0,Unable to Verify Outcome
CWI-009327,NCT Delhi,East Delhi,2023-04-10,NGO Partner,6-10,Education Support,High,2,Medical Referral,Completed,Referred,5751,2,Stabilized
CWI-007194,Maharashtra,Nagpur,2024-04-01,Self/Family,15-17,Health/Nutrition,Low,2,Family Counseling,Pending,Referred,1741,5,Stabilized
CWI-003868,Karnataka,Mysuru,2023-05-08,Community Worker,0-5,Education Support,High,3,Education Kit,Completed,Closed,6636,7,Referred to Specialist Agency
CWI-009416,Delhi,South Delhi,2024-01-23,Healthcare Facility,15-17,Education Support,Low,2,Family Counseling,Completed,Closed,5186,0,Stabilized
CWI-006824,telangana,Warangal,2024-07-23,Healthcare Facility,15-17,Family Reintegration,Low,2,Family Counseling,Completed,Closed,2396,7,Ongoing Support Needed
CWI-003049,Uttar pradesh,Prayagraj,2025-07-13,NGO Partner,6-10,Mental Health Support,Medium,6,Shelter Referral,Completed,Referred,4837,3,Stabilized
CWI-000782,Uttar Pradesh,Varanasi,2025-03-24,Community Worker,6-10,Protection Concern,Medium,5,Legal Aid Referral,Completed,Closed,4523,11,Unable to Verify Outcome
CWI-006748,delhi,South Delhi,2024-11-07,Community Worker,15-17,Family Reintegration,Low,2,Family Counseling,Completed,Closed,2528,8,Unable to Verify Outcome
CWI-002676,Maharashtra,Nagpur,2024-07-08,Healthcare Facility,0-5,Education Support,Low,3,Cash Support,Completed,Closed,3372,8,Ongoing Support Needed
CWI-001750,Maharashtra,Nagpur,2024-04-07,Community Worker,15-17,Education Support,Medium,2,Family Counseling,In Progress,Closed,4988,2,Stabilized
CWI-006223,Delhi,,2023-08-02,Childline/Helpline,0-5,Protection Concern,Low,2,Nutrition Support,Pending,Closed,3183,5,Improved Access to Services
CWI-007947,Uttar Pradesh,Lucknow,2023-01-19,Community Worker,6-10,Protection Concern,Low,8,Medical Referral,In Progress,Open,2350,7,Referred to Specialist Agency
