family_id,site_state,referral_date,referral_source,outreach_attempts,engagement_status,service_type,flexible_funds_amount,case_review_flag,follow_up_completed,outcome_status,site_state_original,referral_date_raw,flexible_funds_amount_raw,fund_amount_capped_flag,engagement_status_valid,outcome_status_valid,duplicate_family_id_flag
FAM-100553,Ohio,2025-04-27,School,0,Declined,Parent coaching,28.15,False,False,Family declined services,Ohio,2025-04-27,28.15,False,True,True,False
FAM-100554,Texas,2025-12-26,Community partner,1,Engaged,Concrete supports,76.55,False,True,Connected to ongoing service,Texas,2025-12-26,76.55,False,True,True,False
FAM-100555,New York,2025-07-04,Community partner,0,Engaged,Mental health referral,34.33,False,False,No response after outreach,N.Y.,2025-07-04,34.33,False,True,True,False
FAM-100556,New York,2025-09-26,CPS hotline screened-out,1,Engaged,Housing navigation,81.64,False,False,No response after outreach,NY,2025-09-26,81.64,False,True,True,False
FAM-100557,New York,2025-11-16,Community partner,5,Declined,Parent coaching,65.83,True,False,Family declined services,NY,2025-11-16,65.83,False,True,True,False
FAM-100558,Texas,2025-10-17,Health provider,2,Declined,Benefits enrollment,90.79,False,False,Family declined services,texas,2025-10-17,90.79,False,True,True,False
FAM-100559,Texas,2025-11-07,School,2,Unable to contact,No service recorded,12.87,False,False,No response after outreach,Texas,2025-11-07,12.87,False,True,True,False
FAM-100560,Illinois,2025-07-15,CPS hotline screened-out,1,Engaged,Concrete supports,197.54,False,True,Still active,illinois,2025-07-15,197.54,False,True,True,False
FAM-100561,Washington,2025-01-16,Health provider,3,Unable to contact,No service recorded,0.0,False,False,No response after outreach,WA,2025-01-16,0.0,False,True,True,False
FAM-100562,Illinois,2025-06-29,Family resource center,3,Unable to contact,Parent coaching,175.81,False,False,No response after outreach,Illinois,2025-06-29,175.81,False,True,True,False
FAM-100563,Washington,2025-03-08,School,1,Engaged,Benefits enrollment,215.75,False,True,Needs met,Wash.,2025-03-08,215.75,False,True,True,False
FAM-100564,Illinois,2025-11-21,Community partner,4,Engaged,Legal aid referral,141.91,True,True,Connected to ongoing service,Illinois,2025-11-21,141.91,False,True,True,False
FAM-100565,New York,2025-03-28,Community partner,0,Declined,Housing navigation,23.61,False,False,Family declined services,New York,2025-03-28,23.61,False,True,True,False
FAM-100567,Illinois,2025-04-02,Community partner,2,Unable to contact,Concrete supports,555.44,False,False,No response after outreach,Ill.,2025-04-02,555.44,False,True,True,False
FAM-100568,New York,2025-08-23,Family resource center,4,Engaged,Concrete supports,182.81,True,True,Connected to ongoing service,New York,2025-08-23,182.81,False,True,True,False
FAM-100569,Ohio,2025-07-28,Family resource center,3,Engaged,Housing navigation,95.9,False,True,Needs met,ohio,2025-07-28,95.9,False,True,True,False
FAM-100570,New York,2025-12-13,School,3,Engaged,Child care support,528.63,False,True,Still active,new york,2025-12-13,528.63,False,True,True,False
FAM-100571,Texas,2025-06-01,Family resource center,2,Unable to contact,Benefits enrollment,201.45,False,False,No response after outreach,texas,2025-06-01,201.45,False,True,True,False
FAM-100572,Washington,2025-04-14,Family resource center,2,Declined,No service recorded,0.0,False,True,Family declined services,Washington,2025-04-14,0.0,False,True,True,False
FAM-100573,Washington,2025-01-18,CPS hotline screened-out,1,Engaged,Parent coaching,76.38,False,False,Connected to ongoing service,Wash.,2025-01-18,76.38,False,True,True,False
FAM-100574,New York,2025-01-03,School,4,Engaged,Concrete supports,96.69,False,True,Needs met,new york,2025-01-03,96.69,False,True,True,False
FAM-100575,Ohio,2025-05-17,Health provider,3,Engaged,Parent coaching,10.76,False,True,Needs met,ohio,2025-05-17,10.76,False,True,True,False
FAM-100576,New York,2025-12-04,School,3,Engaged,Legal aid referral,102.17,True,True,Needs met,NY,2025-12-04,102.17,False,True,True,False
FAM-100577,New York,2025-07-11,School,1,Pending outreach,Mental health referral,42.2,False,False,No response after outreach,N.Y.,2025-07-11,42.2,False,True,True,False
FAM-100578,Illinois,2025-11-23,School,1,Engaged,Mental health referral,72.21,False,True,Connected to ongoing service,illinois,2025-11-23,72.21,False,True,True,False
FAM-100579,Washington,2025-02-07,Self-referral,2,Engaged,No service recorded,65.51,False,True,Still active,Washington,2025-02-07,65.51,False,True,True,False
FAM-100580,Washington,2025-02-04,Community partner,1,Engaged,Parent coaching,32.43,False,True,Needs met,Wash.,2025-02-04,32.43,False,True,True,False
FAM-100581,Texas,2025-11-01,Health provider,1,Pending outreach,Benefits enrollment,9.95,False,False,No response after outreach,texas,2025-11-01,9.95,False,True,True,False
FAM-100582,Ohio,2025-02-08,Community partner,6,Engaged,Child care support,186.51,True,True,Connected to ongoing service,Ohio,2025-02-08,186.51,False,True,True,False
FAM-100583,Ohio,2025-01-19,Family resource center,1,Unable to contact,Benefits enrollment,86.78,False,False,No response after outreach,OH,2025-01-19,86.78,False,True,True,False
FAM-100584,Ohio,2025-05-28,CPS hotline screened-out,1,Engaged,Benefits enrollment,90.29,False,True,Needs met,OH,2025-05-28,90.29,False,True,True,False
FAM-100585,Ohio,2025-12-04,CPS hotline screened-out,1,Engaged,Child care support,152.59,False,True,Connected to ongoing service,OH,2025-12-04,152.59,False,True,True,False
FAM-100586,Ohio,2025-09-09,CPS hotline screened-out,1,Unable to contact,Benefits enrollment,198.37,False,False,No response after outreach,ohio,2025-09-09,198.37,False,True,True,False
FAM-100587,Illinois,2025-02-06,School,2,Engaged,Parent coaching,24.3,False,True,Needs met,Ill.,2025-02-06,24.3,False,True,True,False
FAM-100588,Illinois,2025-11-02,Health provider,4,Unable to contact,No service recorded,0.0,True,False,No response after outreach,Illinois,2025-11-02,0.0,False,True,True,False
FAM-100589,Washington,2025-11-04,Family resource center,1,Engaged,Concrete supports,489.61,True,True,Needs met,Wash.,2025-11-04,489.61,False,True,True,False
FAM-100590,Ohio,2025-10-20,School,0,Unable to contact,Concrete supports,279.57,True,False,No response after outreach,OH,2025-10-20,279.57,False,True,True,False
FAM-100591,Washington,2025-11-26,Community partner,6,Declined,No service recorded,0.0,True,False,Family declined services,washington,2025-11-26,,False,True,True,False
FAM-100592,Illinois,2025-03-29,School,0,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Ill.,2025-03-29,0.0,False,True,True,False
FAM-100593,Ohio,2025-12-24,CPS hotline screened-out,2,Engaged,Housing navigation,187.76,False,True,Needs met,OH,2025-12-24,187.76,False,True,True,False
FAM-100594,Illinois,2025-04-28,School,0,Unable to contact,Housing navigation,0.0,False,False,No response after outreach,IL,2025-04-28,,False,True,True,False
FAM-100595,New York,2025-10-20,Self-referral,2,Pending outreach,No service recorded,0.0,False,False,Still active,NY,2025-10-20,0.0,False,True,True,False
FAM-100596,Illinois,2025-07-31,CPS hotline screened-out,0,Engaged,Benefits enrollment,62.01,False,True,Still active,Ill.,2025-07-31,62.01,False,True,True,False
FAM-100597,Illinois,2025-10-12,Self-referral,3,Engaged,Benefits enrollment,15.49,False,True,Needs met,IL,2025-10-12,15.49,False,True,True,False
FAM-100598,Unknown,2025-08-18,Community partner,4,Declined,Parent coaching,22.31,False,True,Family declined services,,2025-08-18,22.31,False,True,True,False
FAM-100600,Texas,2025-08-13,Self-referral,0,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Texas,2025-08-13,0.0,False,True,True,False
FAM-100601,Ohio,2025-10-12,Self-referral,4,Unable to contact,No service recorded,0.0,False,True,No response after outreach,OH,2025-10-12,0.0,False,True,True,False
FAM-100602,New York,2025-09-27,Self-referral,3,Engaged,Parent coaching,45.19,False,False,No response after outreach,New York,2025-09-27,45.19,False,True,True,False
FAM-100603,Ohio,2025-02-19,Self-referral,4,Engaged,No service recorded,482.25,False,True,Still active,Ohio,2025-02-19,482.25,False,True,True,False
FAM-100604,Unknown,2025-10-29,Community partner,3,Engaged,Housing navigation,163.43,False,True,Connected to ongoing service,,2025-10-29,163.43,False,True,True,False
FAM-100605,Washington,2025-07-15,CPS hotline screened-out,3,Engaged,Parent coaching,40.57,False,True,Needs met,Washington,2025-07-15,40.57,False,True,True,False
FAM-100606,Washington,2025-04-28,School,7,Declined,Mental health referral,35.41,True,True,Family declined services,washington,2025-04-28,35.41,False,True,True,False
FAM-100607,Texas,2025-07-07,Health provider,4,Engaged,Legal aid referral,32.35,True,False,No response after outreach,texas,2025-07-07,32.35,False,True,True,False
FAM-100608,Unknown,2025-12-19,Health provider,2,Engaged,Benefits enrollment,33.48,False,True,Connected to ongoing service,,2025-12-19,33.48,False,True,True,False
FAM-100609,Illinois,2025-11-10,Self-referral,2,Declined,No service recorded,0.0,False,True,Family declined services,IL,2025-11-10,0.0,False,True,True,False
FAM-100611,New York,2025-06-18,Family resource center,1,Declined,Concrete supports,287.9,False,True,Family declined services,N.Y.,2025-06-18,287.9,False,True,True,False
FAM-100612,Illinois,2025-10-14,School,5,Engaged,Mental health referral,66.87,False,False,No response after outreach,Ill.,2025-10-14,66.87,False,True,True,False
FAM-100613,New York,2025-05-21,Community partner,7,Engaged,Benefits enrollment,64.37,True,False,Needs met,new york,2025-05-21,64.37,False,True,True,False
FAM-100614,Texas,2025-09-08,Self-referral,1,Engaged,Child care support,0.0,False,True,Needs met,Texas,2025-09-08,,False,True,True,False
FAM-100615,Texas,2025-08-22,CPS hotline screened-out,3,Unable to contact,Housing navigation,336.04,False,False,No response after outreach,Texas,2025-08-22,336.04,False,True,True,False
FAM-100616,Texas,2025-04-02,School,2,Declined,Child care support,359.17,True,True,Family declined services,Texas,2025-04-02,359.17,False,True,True,False
FAM-100617,Texas,2025-04-08,Self-referral,1,Declined,No service recorded,0.0,False,True,Family declined services,Texas,2025-04-08,0.0,False,True,True,False
FAM-100618,Illinois,2025-01-23,Self-referral,2,Pending outreach,Parent coaching,235.88,True,True,No response after outreach,Ill.,2025-01-23,235.88,False,True,True,False
FAM-100619,Washington,2025-02-21,Community partner,0,Unable to contact,Parent coaching,109.39,False,False,No response after outreach,Washington,2025-02-21,109.39,False,True,True,False
FAM-100620,Ohio,2025-06-08,CPS hotline screened-out,1,Declined,Concrete supports,0.0,False,False,Family declined services,Ohio,2025-06-08,,False,True,True,False
FAM-100621,Texas,2025-06-24,CPS hotline screened-out,3,Engaged,Legal aid referral,38.6,False,True,Needs met,texas,2025-06-24,38.6,False,True,True,False
FAM-100622,Illinois,2025-03-02,CPS hotline screened-out,1,Pending outreach,Child care support,686.94,True,False,No response after outreach,Ill.,2025-03-02,686.94,False,True,True,False
FAM-100623,Washington,2025-06-02,Self-referral,3,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Washington,2025-06-02,0.0,False,True,True,False
FAM-100624,New York,2025-08-09,Self-referral,2,Pending outreach,No service recorded,0.0,False,False,No response after outreach,NY,2025-08-09,0.0,False,True,True,False
FAM-100625,Illinois,2025-03-26,Health provider,2,Engaged,Legal aid referral,112.3,True,True,Needs met,illinois,2025-03-26,112.3,False,True,True,False
FAM-100626,Ohio,2025-05-04,Health provider,3,Engaged,Benefits enrollment,101.02,False,True,Needs met,OH,2025-05-04,101.02,False,True,True,False
FAM-100627,Illinois,2025-05-15,Community partner,4,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Ill.,2025-05-15,0.0,False,True,True,False
FAM-100628,Illinois,2025-07-04,Community partner,4,Engaged,Benefits enrollment,62.89,False,True,Connected to ongoing service,Ill.,2025-07-04,62.89,False,True,True,False
FAM-100629,Texas,2025-05-14,CPS hotline screened-out,5,Engaged,Mental health referral,51.3,False,True,Connected to ongoing service,texas,2025-05-14,51.3,False,True,True,False
FAM-100630,New York,2025-09-26,Self-referral,2,Pending outreach,Legal aid referral,41.63,False,True,No response after outreach,New York,2025-09-26,41.63,False,True,True,False
FAM-100631,Washington,2025-04-30,CPS hotline screened-out,2,Engaged,Housing navigation,701.98,True,True,Connected to ongoing service,Washington,2025-04-30,701.98,False,True,True,False
FAM-100632,New York,2025-06-08,CPS hotline screened-out,3,Engaged,Concrete supports,215.12,False,True,Connected to ongoing service,new york,2025-06-08,215.12,False,True,True,False
FAM-100633,Texas,2025-05-19,Self-referral,6,Engaged,Benefits enrollment,113.95,False,True,Needs met,Texas,2025-05-19,113.95,False,True,True,False
FAM-100634,Ohio,2025-03-08,Health provider,3,Engaged,Child care support,412.16,False,True,Still active,OH,2025-03-08,412.16,False,True,True,False
FAM-100635,Texas,2025-09-08,School,2,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Texas,2025-09-08,0.0,False,True,True,False
FAM-100636,Texas,2025-03-27,Community partner,0,Pending outreach,No service recorded,0.0,True,False,Still active,texas,2025-03-27,0.0,False,True,True,False
FAM-100637,Ohio,2025-04-19,CPS hotline screened-out,5,Pending outreach,Child care support,408.26,False,False,No response after outreach,Ohio,2025-04-19,408.26,False,True,True,False
FAM-100638,Washington,2025-10-17,School,1,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Washington,2025-10-17,0.0,False,True,True,False
FAM-100639,New York,2025-12-13,School,2,Unable to contact,Mental health referral,87.84,False,False,No response after outreach,New York,2025-12-13,87.84,False,True,True,False
FAM-100640,Illinois,2025-09-02,Health provider,1,Engaged,Legal aid referral,242.01,False,False,No response after outreach,Illinois,2025-09-02,242.01,False,True,True,False
FAM-100641,Texas,2025-12-01,CPS hotline screened-out,1,Declined,No service recorded,0.0,False,True,Family declined services,TX,2025-12-01,0.0,False,True,True,False
FAM-100642,Washington,2025-11-08,Community partner,4,Engaged,Legal aid referral,106.76,True,True,Needs met,WA,2025-11-08,106.76,False,True,True,False
FAM-100643,Illinois,2025-06-25,CPS hotline screened-out,2,Engaged,Parent coaching,40.58,False,True,Needs met,Ill.,2025-06-25,40.58,False,True,True,False
FAM-100644,Ohio,2025-10-09,School,3,Pending outreach,No service recorded,0.0,False,False,Still active,Ohio,2025-10-09,0.0,False,True,True,False
FAM-100645,Washington,2025-04-30,Community partner,5,Declined,No service recorded,0.0,True,True,Family declined services,washington,2025-04-30,0.0,False,True,True,False
FAM-100646,Texas,2025-06-18,Community partner,2,Engaged,Legal aid referral,53.6,False,True,Needs met,TX,2025-06-18,53.6,False,True,True,False
FAM-100647,Washington,2025-07-15,Health provider,4,Unable to contact,Housing navigation,65.38,True,True,No response after outreach,washington,2025-07-15,65.38,False,True,True,False
FAM-100648,Ohio,2025-12-17,School,3,Engaged,Housing navigation,310.98,False,False,Still active,ohio,2025-12-17,310.98,False,True,True,False
FAM-100649,Texas,2025-11-06,Community partner,1,Engaged,Legal aid referral,121.8,False,False,No response after outreach,Texas,2025-11-06,121.8,False,True,True,False
FAM-100650,New York,2025-06-28,Self-referral,2,Engaged,Child care support,400.71,False,False,No response after outreach,new york,2025-06-28,400.71,False,True,True,False
FAM-100651,Washington,2025-08-27,School,3,Engaged,Concrete supports,353.79,False,True,Still active,Wash.,2025-08-27,353.79,False,True,True,False
FAM-100652,New York,2025-03-15,School,2,Engaged,Mental health referral,63.09,False,False,Still active,N.Y.,2025-03-15,63.09,False,True,True,False
FAM-100653,Texas,2025-10-21,School,1,Engaged,Parent coaching,74.27,False,False,No response after outreach,TX,2025-10-21,74.27,False,True,True,False
FAM-100654,New York,2025-07-21,CPS hotline screened-out,1,Engaged,Mental health referral,74.46,True,True,Needs met,new york,2025-07-21,74.46,False,True,True,False
FAM-100655,Ohio,2025-07-14,School,1,Engaged,Benefits enrollment,1500.0,True,False,Needs met,ohio,2025-07-14,3750.0,True,True,True,False
FAM-100656,Texas,2025-10-07,Health provider,1,Pending outreach,No service recorded,0.0,False,False,No response after outreach,TX,2025-10-07,0.0,False,True,True,False
FAM-100657,Ohio,2025-08-20,CPS hotline screened-out,4,Unable to contact,No service recorded,0.0,False,True,No response after outreach,ohio,2025-08-20,0.0,False,True,True,False
FAM-100658,Washington,2025-01-27,Health provider,1,Pending outreach,Mental health referral,6.85,False,False,Still active,Washington,2025-01-27,6.85,False,True,True,False
FAM-100659,New York,2025-04-16,CPS hotline screened-out,1,Engaged,Housing navigation,177.66,True,True,Connected to ongoing service,NY,2025-04-16,177.66,False,True,True,False
FAM-100660,Texas,2025-03-06,Health provider,3,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Texas,2025-03-06,0.0,False,True,True,False
FAM-100661,New York,2025-09-26,CPS hotline screened-out,3,Declined,No service recorded,0.0,False,True,Family declined services,New York,2025-09-26,0.0,False,True,True,False
FAM-100662,New York,2025-01-13,Community partner,2,Engaged,Benefits enrollment,26.0,True,True,Needs met,NY,2025-01-13,26.0,False,True,True,False
FAM-100664,Illinois,2025-08-07,Health provider,1,Engaged,Concrete supports,546.63,False,False,Still active,IL,2025-08-07,546.63,False,True,True,False
FAM-100665,Illinois,2025-09-11,Self-referral,0,Engaged,Housing navigation,183.43,False,True,Needs met,IL,2025-09-11,183.43,False,True,True,False
FAM-100666,Texas,2025-07-03,School,3,Engaged,Benefits enrollment,16.26,False,True,Connected to ongoing service,TX,2025-07-03,16.26,False,True,True,False
FAM-100667,Texas,2025-11-11,CPS hotline screened-out,0,Engaged,Benefits enrollment,22.39,False,False,No response after outreach,texas,2025-11-11,22.39,False,True,True,False
FAM-100668,Texas,2025-12-02,School,1,Engaged,Concrete supports,479.08,False,True,Connected to ongoing service,texas,2025-12-02,479.08,False,True,True,False
FAM-100669,Illinois,2025-02-18,Self-referral,3,Unable to contact,No service recorded,0.0,False,False,No response after outreach,IL,2025-02-18,0.0,False,True,True,False
FAM-100670,New York,2025-12-14,CPS hotline screened-out,0,Engaged,Legal aid referral,12.11,False,False,No response after outreach,NY,2025-12-14,12.11,False,True,True,False
FAM-100671,Illinois,2025-08-13,Self-referral,0,Engaged,Concrete supports,254.8,False,True,Connected to ongoing service,Ill.,2025-08-13,254.8,False,True,True,False
FAM-100672,Texas,2025-08-21,School,2,Unable to contact,Housing navigation,428.7,False,True,No response after outreach,Texas,2025-08-21,428.7,False,True,True,False
FAM-100673,Washington,2025-02-04,CPS hotline screened-out,2,Engaged,Child care support,90.79,False,True,Needs met,washington,2025-02-04,90.79,False,True,True,False
FAM-100674,New York,2025-08-15,Self-referral,1,Engaged,Mental health referral,74.63,False,False,No response after outreach,NY,2025-08-15,74.63,False,True,True,False
FAM-100675,Texas,2025-09-22,CPS hotline screened-out,7,Engaged,Mental health referral,50.8,True,True,Connected to ongoing service,Texas,2025-09-22,50.8,False,True,True,False
FAM-100676,Illinois,2025-07-31,School,6,Engaged,Concrete supports,167.74,True,True,Needs met,illinois,2025-07-31,167.74,False,True,True,False
FAM-100677,New York,2025-01-31,Community partner,5,Engaged,Legal aid referral,37.47,True,False,No response after outreach,NY,2025-01-31,37.47,False,True,True,False
FAM-100678,Illinois,2025-07-10,Health provider,6,Engaged,Child care support,452.34,False,True,Needs met,Illinois,2025-07-10,452.34,False,True,True,False
FAM-100679,New York,2025-12-08,CPS hotline screened-out,4,Engaged,Legal aid referral,218.88,False,True,Connected to ongoing service,new york,2025-12-08,218.88,False,True,True,False
FAM-100680,Texas,2025-09-22,CPS hotline screened-out,1,Pending outreach,No service recorded,0.0,False,False,No response after outreach,Texas,2025-09-22,0.0,False,True,True,False
FAM-100681,Washington,2025-02-20,Health provider,2,Pending outreach,No service recorded,0.0,False,False,Still active,washington,2025-02-20,0.0,False,True,True,False
FAM-100682,Illinois,2025-12-17,Family resource center,3,Engaged,Benefits enrollment,58.61,False,True,Needs met,Illinois,2025-12-17,58.61,False,True,True,False
FAM-100683,Ohio,2025-12-16,CPS hotline screened-out,1,Engaged,Housing navigation,325.02,False,True,Needs met,OH,2025-12-16,325.02,False,True,True,False
FAM-100684,Texas,2025-03-03,School,3,Engaged,Child care support,257.04,False,True,Connected to ongoing service,texas,2025-03-03,257.04,False,True,True,False
FAM-100685,Washington,2025-10-20,Self-referral,1,Declined,No service recorded,0.0,False,True,Family declined services,Washington,2025-10-20,0.0,False,True,True,False
FAM-100686,Texas,2025-05-29,Community partner,2,Declined,No service recorded,0.0,False,True,Family declined services,texas,2025-05-29,0.0,False,True,True,False
FAM-100687,New York,2025-08-05,School,2,Engaged,Concrete supports,49.19,False,True,Needs met,new york,2025-08-05,49.19,False,True,True,False
FAM-100688,Texas,2025-06-12,Family resource center,1,Engaged,Mental health referral,56.48,False,True,Connected to ongoing service,texas,2025-06-12,56.48,False,True,True,False
FAM-100689,New York,2025-10-13,Self-referral,3,Engaged,Housing navigation,39.76,False,True,Connected to ongoing service,New York,2025-10-13,39.76,False,True,True,False
FAM-100690,Washington,2025-12-30,Community partner,7,Declined,Benefits enrollment,46.79,True,True,Family declined services,washington,2025-12-30,46.79,False,True,True,False
FAM-100691,New York,2025-10-18,Self-referral,0,Pending outreach,Child care support,247.87,False,False,No response after outreach,N.Y.,2025-10-18,247.87,False,True,True,False
FAM-100692,Texas,2025-12-06,Self-referral,2,Engaged,Housing navigation,406.16,True,True,Needs met,texas,2025-12-06,406.16,False,True,True,False
FAM-100693,Illinois,2025-12-12,Health provider,3,Engaged,Concrete supports,305.19,True,True,Still active,Illinois,2025-12-12,305.19,False,True,True,False
FAM-100694,New York,2025-02-02,School,3,Engaged,Housing navigation,460.06,False,False,Still active,N.Y.,2025-02-02,460.06,False,True,True,False
FAM-100695,Washington,2025-04-03,Family resource center,2,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Washington,2025-04-03,0.0,False,True,True,False
FAM-100696,Texas,2025-09-21,Family resource center,0,Pending outreach,Housing navigation,127.95,False,False,No response after outreach,TX,2025-09-21,127.95,False,True,True,False
FAM-100697,Ohio,2025-08-04,Family resource center,1,Engaged,Child care support,572.47,False,True,Connected to ongoing service,OH,2025-08-04,572.47,False,True,True,False
FAM-100698,Washington,2025-01-19,Self-referral,4,Engaged,Mental health referral,219.05,False,True,Needs met,washington,2025-01-19,219.05,False,True,True,False
FAM-100699,Washington,2025-02-04,School,0,Engaged,Benefits enrollment,5.56,False,True,Needs met,washington,2025-02-04,5.56,False,True,True,False
FAM-100700,New York,2025-07-09,CPS hotline screened-out,1,Engaged,Housing navigation,60.01,False,True,Needs met,New York,2025-07-09,60.01,False,True,True,False
FAM-100701,Ohio,2025-08-13,CPS hotline screened-out,1,Declined,Mental health referral,71.3,False,True,Family declined services,OH,2025-08-13,71.3,False,True,True,False
FAM-100702,Ohio,2025-03-03,Family resource center,2,Engaged,Legal aid referral,43.43,False,False,No response after outreach,ohio,2025-03-03,43.43,False,True,True,False
FAM-100703,Unknown,2025-03-04,School,3,Declined,No service recorded,0.0,False,True,Family declined services,,2025-03-04,0.0,False,True,True,False
FAM-100704,New York,2025-02-17,CPS hotline screened-out,1,Engaged,Legal aid referral,50.37,False,True,Still active,NY,2025-02-17,50.37,False,True,True,False
FAM-100705,New York,2025-07-26,Community partner,2,Engaged,Housing navigation,303.27,False,True,Still active,N.Y.,2025-07-26,303.27,False,True,True,False
FAM-100706,Washington,2025-01-03,CPS hotline screened-out,4,Engaged,Housing navigation,472.14,False,True,Needs met,Washington,2025-01-03,472.14,False,True,True,False
FAM-100707,Washington,2025-07-28,Health provider,1,Engaged,Parent coaching,29.69,False,False,No response after outreach,WA,2025-07-28,29.69,False,True,True,False
FAM-100708,Washington,2025-06-23,Health provider,3,Engaged,Housing navigation,524.17,False,True,Connected to ongoing service,washington,2025-06-23,524.17,False,True,True,False
FAM-100709,Washington,2025-06-20,School,4,Unable to contact,No service recorded,0.0,False,False,No response after outreach,WA,2025-06-20,0.0,False,True,True,False
FAM-100710,Texas,2025-09-05,Self-referral,2,Engaged,Housing navigation,144.27,False,True,Connected to ongoing service,texas,2025-09-05,144.27,False,True,True,False
FAM-100711,Texas,2025-07-10,School,1,Engaged,Housing navigation,930.8,False,False,Still active,TX,2025-07-10,930.8,False,True,True,False
FAM-100712,Texas,2025-09-23,Family resource center,3,Engaged,Parent coaching,199.63,False,False,No response after outreach,texas,2025-09-23,199.63,False,True,True,False
FAM-100713,Ohio,2025-10-06,Self-referral,5,Engaged,Parent coaching,40.76,False,False,No response after outreach,Ohio,2025-10-06,40.76,False,True,True,False
FAM-100714,Ohio,2025-12-02,CPS hotline screened-out,1,Declined,No service recorded,0.0,False,True,Family declined services,ohio,2025-12-02,0.0,False,True,True,False
FAM-100715,New York,2025-10-19,Community partner,2,Pending outreach,Child care support,79.96,True,False,Still active,new york,2025-10-19,79.96,False,True,True,False
FAM-100716,Texas,2025-07-08,Self-referral,2,Engaged,Parent coaching,39.82,False,True,Still active,Texas,2025-07-08,39.82,False,True,True,False
FAM-100717,New York,2025-06-29,Health provider,3,Declined,No service recorded,0.0,False,True,Family declined services,New York,2025-06-29,0.0,False,True,True,False
FAM-100718,New York,2025-03-28,Self-referral,1,Unable to contact,No service recorded,0.0,False,False,No response after outreach,new york,2025-03-28,0.0,False,True,True,False
FAM-100719,Ohio,2025-08-07,School,3,Pending outreach,No service recorded,0.0,True,False,Still active,OH,2025-08-07,0.0,False,True,True,False
FAM-100720,New York,2025-02-20,CPS hotline screened-out,2,Engaged,Benefits enrollment,34.43,False,True,Needs met,new york,2025-02-20,34.43,False,True,True,False
FAM-100721,Illinois,2025-12-06,Self-referral,2,Engaged,Child care support,373.04,False,False,Still active,Illinois,2025-12-06,373.04,False,True,True,False
FAM-100722,Washington,2025-11-05,Self-referral,1,Engaged,Mental health referral,5.81,False,True,Still active,washington,2025-11-05,5.81,False,True,True,False
FAM-100723,Washington,2025-02-13,Health provider,2,Declined,No service recorded,0.0,False,False,Family declined services,Wash.,2025-02-13,0.0,False,True,True,False
FAM-100724,Illinois,2025-10-14,School,1,Unable to contact,No service recorded,0.0,False,True,No response after outreach,Illinois,2025-10-14,0.0,False,True,True,False
FAM-100726,New York,2025-09-21,Self-referral,1,Engaged,No service recorded,365.93,False,False,Still active,NY,2025-09-21,365.93,False,True,True,False
FAM-100727,Texas,2025-02-02,Health provider,4,Unable to contact,Legal aid referral,32.9,True,False,No response after outreach,texas,2025-02-02,32.9,False,True,True,False
FAM-100728,Washington,2025-06-28,Self-referral,5,Declined,Legal aid referral,47.38,False,True,Family declined services,WA,2025-06-28,47.38,False,True,True,False
FAM-100729,Illinois,2025-08-29,Community partner,1,Engaged,Mental health referral,140.76,True,False,Still active,IL,2025-08-29,140.76,False,True,True,False
FAM-100730,Texas,2025-09-24,Self-referral,1,Unable to contact,Mental health referral,163.87,False,False,No response after outreach,texas,2025-09-24,163.87,False,True,True,False
FAM-100731,Illinois,2025-06-02,Self-referral,4,Engaged,Mental health referral,192.43,False,False,Still active,Illinois,2025-06-02,192.43,False,True,True,False
FAM-100732,New York,2025-12-03,Family resource center,5,Engaged,Mental health referral,131.59,True,True,Still active,N.Y.,2025-12-03,131.59,False,True,True,False
FAM-100733,Washington,2025-10-10,Health provider,3,Engaged,Concrete supports,215.38,False,True,Needs met,Wash.,2025-10-10,215.38,False,True,True,False
FAM-100735,Illinois,2025-09-02,School,2,Pending outreach,Benefits enrollment,50.53,False,True,No response after outreach,illinois,2025-09-02,50.53,False,True,True,False
FAM-100736,Ohio,2025-09-24,CPS hotline screened-out,3,Engaged,Mental health referral,20.0,False,True,Connected to ongoing service,ohio,2025-09-24,20.0,False,True,True,False
FAM-100737,Texas,2025-05-02,Self-referral,3,Engaged,Parent coaching,28.39,False,True,Needs met,texas,2025-05-02,28.39,False,True,True,False
FAM-100738,Washington,2025-09-27,Self-referral,2,Engaged,Child care support,510.8,False,True,Needs met,Wash.,2025-09-27,510.8,False,True,True,False
FAM-100739,Washington,2025-11-24,Family resource center,2,Engaged,Concrete supports,143.45,False,False,Still active,WA,2025-11-24,143.45,False,True,True,False
FAM-100740,Illinois,2025-10-26,CPS hotline screened-out,2,Engaged,Benefits enrollment,20.15,False,True,Connected to ongoing service,IL,2025-10-26,20.15,False,True,True,False
FAM-100741,Illinois,2025-10-06,Self-referral,0,Engaged,No service recorded,184.9,False,True,Needs met,illinois,2025-10-06,184.9,False,True,True,False
